repo,percent
cassandra,8
cassandra,10
cassandra,29
cassandra,0
cassandra,18
cassandra,9
cassandra,2
cassandra,3
cassandra,3
cassandra,2
cassandra,29
cassandra,2
cassandra,2
cassandra,1
cassandra,27
cassandra,3
cassandra,18
cassandra,9
cassandra,25
cassandra,4
cassandra,33
cassandra,0
cassandra,15
cassandra,26
cassandra,8
cassandra,2
cassandra,27
cassandra,0
cassandra,51
cassandra,1
cassandra,2
cassandra,6
cassandra,5
cassandra,7
cassandra,21
cassandra,29
cassandra,0
cassandra,1
cassandra,7
cassandra,11
cassandra,3
cassandra,2
cassandra,15
cassandra,7
cassandra,21
cassandra,3
cassandra,6
cassandra,18
cassandra,5
cassandra,3
cassandra,4
cassandra,18
cassandra,3
cassandra,8
cassandra,1
cassandra,2
cassandra,93
cassandra,29
cassandra,2
cassandra,11
cassandra,0
cassandra,2
cassandra,26
cassandra,2
cassandra,8
cassandra,2
cassandra,6
cassandra,4
cassandra,3
cassandra,1
cassandra,20
cassandra,5
cassandra,2
cassandra,8
cassandra,9
cassandra,3
cassandra,4
cassandra,3
cassandra,1
cassandra,4
cassandra,19
cassandra,1
cassandra,2
cassandra,13
cassandra,1
cassandra,2
cassandra,45
cassandra,8
cassandra,1
cassandra,54
cassandra,4
cassandra,8
cassandra,57
cassandra,0
cassandra,8
cassandra,6
cassandra,1
cassandra,7
cassandra,15
cassandra,0
cassandra,1
cassandra,32
cassandra,8
cassandra,31
cassandra,9
cassandra,1
cassandra,24
cassandra,14
cassandra,0
cassandra,4
cassandra,7
cassandra,11
cassandra,17
cassandra,27
cassandra,2
cassandra,3
cassandra,17
cassandra,3
cassandra,1
cassandra,6
cassandra,1
cassandra,3
cassandra,9
cassandra,1
cassandra,19
cassandra,15
cassandra,1
cassandra,7
cassandra,21
cassandra,17
cassandra,3
cassandra,29
cassandra,54
cassandra,1
cassandra,0
cassandra,2
cassandra,0
cassandra,4
cassandra,5
cassandra,9
cassandra,2
cassandra,1
cassandra,11
cassandra,10
cassandra,15
cassandra,5
cassandra,3
cassandra,1
cassandra,4
cassandra,2
cassandra,0
cassandra,1
cassandra,2
cassandra,2
cassandra,7
cassandra,22
cassandra,0
cassandra,86
cassandra,1
cassandra,1
cassandra,3
cassandra,13
cassandra,2
cassandra,5
cassandra,12
cassandra,5
cassandra,15
cassandra,22
cassandra,2
cassandra,10
cassandra,33
cassandra,3
cassandra,1
cassandra,25
cassandra,1
cassandra,1
cassandra,11
cassandra,2
cassandra,2
cassandra,41
cassandra,6
cassandra,4
cassandra,21
cassandra,1
cassandra,6
cassandra,10
cassandra,17
cassandra,7
cassandra,8
cassandra,2
cassandra,2
cassandra,52
deeplearning4j,23
deeplearning4j,9
deeplearning4j,54
deeplearning4j,12
deeplearning4j,35
deeplearning4j,24
deeplearning4j,1
deeplearning4j,0
deeplearning4j,18
deeplearning4j,0
deeplearning4j,15
deeplearning4j,1
deeplearning4j,11
deeplearning4j,24
deeplearning4j,7
deeplearning4j,1
deeplearning4j,1
deeplearning4j,21
deeplearning4j,0
deeplearning4j,12
deeplearning4j,3
deeplearning4j,2
deeplearning4j,1
deeplearning4j,3
deeplearning4j,1
deeplearning4j,0
deeplearning4j,7
deeplearning4j,0
deeplearning4j,0
deeplearning4j,4
deeplearning4j,1
deeplearning4j,28
deeplearning4j,0
deeplearning4j,0
deeplearning4j,0
deeplearning4j,0
deeplearning4j,7
deeplearning4j,0
deeplearning4j,8
deeplearning4j,11
deeplearning4j,2
deeplearning4j,12
deeplearning4j,0
deeplearning4j,1
deeplearning4j,4
deeplearning4j,0
deeplearning4j,0
deeplearning4j,25
deeplearning4j,2
deeplearning4j,5
deeplearning4j,14
deeplearning4j,2
deeplearning4j,4
deeplearning4j,1
deeplearning4j,1
deeplearning4j,1
deeplearning4j,3
deeplearning4j,0
deeplearning4j,0
deeplearning4j,6
deeplearning4j,0
deeplearning4j,0
deeplearning4j,12
deeplearning4j,0
deeplearning4j,0
deeplearning4j,4
deeplearning4j,3
deeplearning4j,2
deeplearning4j,0
deeplearning4j,3
deeplearning4j,1
deeplearning4j,14
deeplearning4j,1
deeplearning4j,7
deeplearning4j,0
deeplearning4j,0
deeplearning4j,1
deeplearning4j,6
deeplearning4j,0
deeplearning4j,1
deeplearning4j,2
deeplearning4j,0
deeplearning4j,2
deeplearning4j,0
deeplearning4j,0
deeplearning4j,0
deeplearning4j,14
deeplearning4j,0
deeplearning4j,2
deeplearning4j,26
deeplearning4j,0
deeplearning4j,70
deeplearning4j,115
deeplearning4j,6
deeplearning4j,6
deeplearning4j,9
deeplearning4j,1
deeplearning4j,4
deeplearning4j,17
deeplearning4j,3
deeplearning4j,1
deeplearning4j,39
deeplearning4j,8
deeplearning4j,2
deeplearning4j,5
deeplearning4j,1
deeplearning4j,2
deeplearning4j,50
deeplearning4j,1
deeplearning4j,5
deeplearning4j,2
deeplearning4j,0
deeplearning4j,1
deeplearning4j,25
deeplearning4j,1
deeplearning4j,2
deeplearning4j,5
deeplearning4j,1
deeplearning4j,6
deeplearning4j,15
deeplearning4j,1
deeplearning4j,1
deeplearning4j,7
deeplearning4j,6
deeplearning4j,9
deeplearning4j,80
deeplearning4j,31
deeplearning4j,4
deeplearning4j,37
deeplearning4j,60
deeplearning4j,0
deeplearning4j,17
deeplearning4j,20
deeplearning4j,0
deeplearning4j,12
deeplearning4j,3
deeplearning4j,12
deeplearning4j,5
deeplearning4j,0
deeplearning4j,0
deeplearning4j,42
deeplearning4j,4
deeplearning4j,0
deeplearning4j,44
deeplearning4j,2
deeplearning4j,0
deeplearning4j,55
deeplearning4j,0
deeplearning4j,2
deeplearning4j,16
deeplearning4j,0
deeplearning4j,1
deeplearning4j,7
deeplearning4j,2
deeplearning4j,0
deeplearning4j,12
deeplearning4j,2
deeplearning4j,0
deeplearning4j,5
deeplearning4j,4
deeplearning4j,3
deeplearning4j,21
deeplearning4j,1
deeplearning4j,2
deeplearning4j,42
deeplearning4j,0
deeplearning4j,3
deeplearning4j,43
deeplearning4j,2
deeplearning4j,9
deeplearning4j,98
deeplearning4j,11
deeplearning4j,19
deeplearning4j,18
deeplearning4j,0
deeplearning4j,57
deeplearning4j,57
deeplearning4j,0
deeplearning4j,34
deeplearning4j,31
deeplearning4j,0
deeplearning4j,6
deeplearning4j,33
deeplearning4j,0
deeplearning4j,5
deeplearning4j,16
deeplearning4j,0
deeplearning4j,8
deeplearning4j,33
deeplearning4j,7
deeplearning4j,11
deeplearning4j,184
deeplearning4j,3
deeplearning4j,31
deeplearning4j,25
deeplearning4j,20
deeplearning4j,4
deeplearning4j,187
deeplearning4j,16
deeplearning4j,2
deeplearning4j,13
deeplearning4j,8
deeplearning4j,33
deeplearning4j,25
deeplearning4j,0
deeplearning4j,13
deeplearning4j,19
deeplearning4j,20
deeplearning4j,2
deeplearning4j,37
deeplearning4j,5
deeplearning4j,11
deeplearning4j,105
deeplearning4j,26
deeplearning4j,14
deeplearning4j,49
deeplearning4j,3
deeplearning4j,4
deeplearning4j,155
deeplearning4j,7
deeplearning4j,8
deeplearning4j,139
antlr4,0
antlr4,4
antlr4,40
antlr4,1
antlr4,9
antlr4,6
antlr4,9
antlr4,24
antlr4,5
antlr4,64
antlr4,2
antlr4,23
antlr4,18
antlr4,10
antlr4,1
antlr4,33
antlr4,38
antlr4,107
antlr4,12
antlr4,26
antlr4,12
antlr4,11
antlr4,71
antlr4,7
antlr4,20
antlr4,48
antlr4,4
antlr4,48
antlr4,2
antlr4,4
antlr4,48
antlr4,12
antlr4,9
antlr4,0
antlr4,3
antlr4,27
antlr4,1
antlr4,1
antlr4,20
antlr4,2
antlr4,0
antlr4,3
antlr4,1
antlr4,1
antlr4,15
antlr4,1
antlr4,4
antlr4,56
antlr4,4
antlr4,0
antlr4,64
antlr4,0
antlr4,4
antlr4,14
antlr4,0
antlr4,20
antlr4,3
antlr4,0
antlr4,4
antlr4,44
antlr4,0
antlr4,15
antlr4,20
antlr4,0
antlr4,1
antlr4,28
antlr4,2
antlr4,2
antlr4,19
antlr4,12
antlr4,49
antlr4,73
antlr4,1
antlr4,2
antlr4,18
antlr4,1
antlr4,4
antlr4,11
antlr4,47
antlr4,1
antlr4,38
antlr4,1
antlr4,10
antlr4,8
antlr4,4
antlr4,6
antlr4,16
antlr4,2
antlr4,7
antlr4,67
antlr4,8
antlr4,38
antlr4,51
antlr4,5
antlr4,5
antlr4,57
antlr4,7
antlr4,54
antlr4,92
antlr4,1
antlr4,4
antlr4,97
antlr4,5
antlr4,38
antlr4,114
antlr4,38
antlr4,3
antlr4,58
antlr4,16
antlr4,2
antlr4,44
antlr4,2
antlr4,0
antlr4,43
antlr4,0
antlr4,13
antlr4,15
antlr4,0
antlr4,15
antlr4,16
antlr4,4
antlr4,0
antlr4,13
antlr4,2
antlr4,101
antlr4,22
antlr4,1
antlr4,6
antlr4,16
antlr4,1
antlr4,6
antlr4,18
antlr4,0
antlr4,2
antlr4,1
antlr4,3
antlr4,3
antlr4,3
antlr4,0
antlr4,4
antlr4,1
antlr4,16
antlr4,0
antlr4,8
antlr4,0
antlr4,0
antlr4,3
antlr4,4
antlr4,9
antlr4,5
antlr4,0
antlr4,10
antlr4,3
antlr4,1
antlr4,18
antlr4,4
antlr4,0
antlr4,15
antlr4,12
antlr4,5
antlr4,1
antlr4,4
antlr4,0
antlr4,2
antlr4,11
antlr4,15
antlr4,13
antlr4,53
antlr4,0
antlr4,2
antlr4,1
antlr4,5
antlr4,57
antlr4,71
antlr4,13
antlr4,17
antlr4,2
antlr4,3
antlr4,31
antlr4,41
antlr4,0
antlr4,13
antlr4,37
antlr4,0
antlr4,2
antlr4,130
antlr4,3
antlr4,1
antlr4,2
antlr4,5
antlr4,31
antlr4,11
antlr4,3
antlr4,2
antlr4,16
antlr4,21
antlr4,2
antlr4,5
antlr4,1
antlr4,18
antlr4,9
antlr4,2
antlr4,27
antlr4,8
antlr4,0
antlr4,20
antlr4,5
antlr4,8
antlr4,2
antlr4,18
antlr4,7
antlr4,0
antlr4,0
antlr4,2
antlr4,81
antlr4,9
antlr4,37
antlr4,1
antlr4,28
antlr4,3
antlr4,14
antlr4,42
antlr4,2
antlr4,8
antlr4,20
antlr4,0
antlr4,29
antlr4,2
antlr4,0
antlr4,7
antlr4,5
antlr4,11
antlr4,7
antlr4,10
antlr4,14
antlr4,5
antlr4,4
antlr4,0
antlr4,6
antlr4,10
antlr4,0
antlr4,40
antlr4,91
antlr4,98
antlr4,19
antlr4,7
antlr4,1
antlr4,19
antlr4,106
antlr4,2
antlr4,44
antlr4,0
antlr4,2
antlr4,16
antlr4,21
antlr4,2
antlr4,58
antlr4,5
antlr4,3
antlr4,77
antlr4,3
antlr4,4
antlr4,5
antlr4,25
antlr4,0
antlr4,41
antlr4,44
antlr4,0
antlr4,98
antlr4,8
antlr4,0
antlr4,38
antlr4,25
antlr4,9
antlr4,3
antlr4,9
antlr4,3
antlr4,43
antlr4,0
antlr4,13
antlr4,0
antlr4,8
antlr4,5
antlr4,6
antlr4,11
antlr4,15
antlr4,12
antlr4,4
antlr4,1
antlr4,13
antlr4,25
antlr4,1
antlr4,4
antlr4,7
antlr4,1
antlr4,26
antlr4,18
antlr4,10
antlr4,8
antlr4,5
