repo,length,#diff_hunks,run_time(ms),#LOC
elasticsearch,5,42,810,142
elasticsearch,5,90,1849,644
elasticsearch,5,53,5288,254
elasticsearch,5,8,565,19
elasticsearch,5,7,1297,17
elasticsearch,5,9,90,16
elasticsearch,5,11,742,23
elasticsearch,5,12,405,31
elasticsearch,5,15,137,60
elasticsearch,5,82,326,141
elasticsearch,5,31,744,144
elasticsearch,5,17,201,33
elasticsearch,5,23,1020,40
elasticsearch,5,34,1625,211
elasticsearch,5,17,993,53
elasticsearch,5,41,1968,302
elasticsearch,5,10,970,18
elasticsearch,5,11,1437,35
elasticsearch,5,213,14122,2701
elasticsearch,5,368,10057,1143
elasticsearch,5,39,705,788
elasticsearch,5,38,791,131
elasticsearch,5,14,305,54
elasticsearch,5,13,240,31
elasticsearch,5,13,446,33
elasticsearch,5,82,793,315
elasticsearch,5,12,71,38
elasticsearch,5,14,274,29
elasticsearch,5,21,303,50
elasticsearch,5,180,5743,1017
elasticsearch,5,38,26340,119
elasticsearch,5,36,296,246
elasticsearch,5,18,97,116
elasticsearch,5,50,92,464
elasticsearch,5,106,858,531
elasticsearch,5,43,1035,349
elasticsearch,5,11,297,17
elasticsearch,5,33,6364,161
elasticsearch,5,19,638,49
elasticsearch,5,268,5331,1608
elasticsearch,5,214,290862,1523
elasticsearch,5,124,1028,760
elasticsearch,5,13,108,25
elasticsearch,5,9,47,39
elasticsearch,5,13,236,47
elasticsearch,5,14,41,65
elasticsearch,5,24,234,380
elasticsearch,5,61,240,392
elasticsearch,5,77,309,306
elasticsearch,5,26,96,177
elasticsearch,5,11,45,58
elasticsearch,5,76,17,719
elasticsearch,5,18,164,111
elasticsearch,5,30,337,75
elasticsearch,5,28,692,211
elasticsearch,5,122,4291,1317
elasticsearch,5,30,68,143
elasticsearch,5,22,201,176
elasticsearch,5,59,1392,177
elasticsearch,5,46,1334,247
elasticsearch,5,54,1742,380
elasticsearch,5,107,3865,1008
elasticsearch,5,22,120,340
elasticsearch,5,131,3474,673
error-prone,2,22,1693,413
error-prone,2,9,283,166
error-prone,2,19,748,152
error-prone,2,14,1075,171
error-prone,2,13,291,37
error-prone,2,7,409,141
error-prone,2,13,151,125
error-prone,2,13,461,169
error-prone,2,28,503,74
error-prone,2,10,369,93
error-prone,2,22,626,771
error-prone,2,14,427,56
error-prone,2,38,528,679
error-prone,2,15,496,213
error-prone,2,29,310,305
error-prone,2,5,115,41
error-prone,2,7,251,45
error-prone,2,14,253,701
error-prone,2,5,143,15
error-prone,2,8,203,44
error-prone,2,11,87,49
error-prone,2,12,100,470
error-prone,2,24,398,109
error-prone,2,17,62,114
error-prone,2,32,194,272
error-prone,2,3,318,38
error-prone,2,9,550,34
error-prone,2,5,155,28
error-prone,2,4,52,20
error-prone,2,2,33,7
error-prone,2,8,215,63
error-prone,2,42,352,181
error-prone,2,4,157,55
error-prone,2,5,61,19
error-prone,2,3,71,8
error-prone,2,17,267,338
error-prone,2,5,255,45
error-prone,2,4,134,17
error-prone,2,15,148,106
error-prone,2,13,212,104
error-prone,2,6,298,7
error-prone,2,14,87,48
error-prone,2,4,52,42
error-prone,2,5,78,25
error-prone,2,8,207,33
error-prone,2,4,194,8
error-prone,2,35,3173,384
error-prone,2,4,14,10
error-prone,2,18,737,220
error-prone,2,8,103,12
error-prone,2,10,59,62
error-prone,2,16,547,124
error-prone,2,13,354,87
error-prone,2,13,81,67
error-prone,2,5,278,49
error-prone,2,3,41,16
error-prone,2,26,653,301
error-prone,2,4,461,77
error-prone,2,8,379,233
error-prone,2,6,84,10
error-prone,2,10,92,58
error-prone,2,32,124,66
error-prone,2,20,469,143
error-prone,2,6,496,18
error-prone,2,8,139,22
error-prone,2,13,371,185
error-prone,2,12,155,99
error-prone,2,19,305,77
error-prone,2,8,256,104
error-prone,2,2,505,10
error-prone,2,6,281,80
error-prone,2,9,258,52
error-prone,2,29,494,188
error-prone,2,7,376,154
error-prone,2,14,447,67
error-prone,2,5,449,76
error-prone,2,9,427,32
error-prone,2,13,669,121
error-prone,2,7,412,61
error-prone,2,14,88,71
error-prone,2,14,235,66
error-prone,2,14,68,57
error-prone,2,3,198,76
error-prone,2,3,51,19
error-prone,2,5,114,28
error-prone,2,11,374,59
error-prone,2,2,630,25
error-prone,2,45,1239,111
error-prone,2,8,154,59
error-prone,2,14,139,116
error-prone,2,7,292,506
error-prone,2,6,208,10
error-prone,2,9,100,73
error-prone,2,3,25,35
error-prone,2,3,108,8
error-prone,2,22,2975,149
error-prone,2,21,189,94
error-prone,2,3,303,20
error-prone,2,3,154,40
error-prone,2,16,254,137
error-prone,3,23,1064,417
error-prone,3,30,1136,304
error-prone,3,16,306,56
error-prone,3,8,315,150
error-prone,3,25,529,285
error-prone,3,35,569,146
error-prone,3,25,460,792
error-prone,3,21,313,89
error-prone,3,46,722,859
error-prone,3,32,265,323
error-prone,3,9,202,68
error-prone,3,44,882,412
error-prone,3,9,244,45
error-prone,3,17,103,284
error-prone,3,14,159,167
error-prone,3,21,160,84
error-prone,3,17,281,61
error-prone,3,17,269,61
error-prone,3,29,373,42
error-prone,3,34,347,86
error-prone,3,41,2865,351
error-prone,3,38,2877,261
error-prone,3,25,421,199
error-prone,3,13,239,126
error-prone,3,28,2320,428
error-prone,3,22,317,255
error-prone,3,37,966,204
error-prone,3,40,2162,373
error-prone,3,24,4093,405
error-prone,3,12,222,98
error-prone,3,52,626,200
error-prone,3,33,1423,200
error-prone,3,122,1523,253
error-prone,3,47,718,175
error-prone,3,26,3716,159
error-prone,3,7,210,58
error-prone,3,24,627,118
error-prone,3,98,14350,903
error-prone,3,20,227,94
error-prone,3,31,284,274
error-prone,3,10,377,36
error-prone,3,8,117,46
error-prone,3,4,39,11
error-prone,3,48,434,240
error-prone,3,6,137,68
error-prone,3,6,97,14
error-prone,3,18,243,340
error-prone,3,7,155,52
error-prone,3,5,76,19
error-prone,3,27,201,208
error-prone,3,9,236,11
error-prone,3,15,64,86
error-prone,3,12,177,54
error-prone,3,5,164,12
error-prone,3,36,2224,386
error-prone,3,21,523,228
error-prone,3,16,3286,255
error-prone,3,31,441,413
error-prone,3,62,437,176
error-prone,3,20,219,100
error-prone,3,18,3214,252
error-prone,3,26,324,530
error-prone,3,10,121,69
error-prone,3,17,86,464
error-prone,3,9,323,602
error-prone,3,11,62,80
error-prone,3,17,183,190
error-prone,3,8,197,47
error-prone,3,17,169,167
error-prone,3,4,96,10
error-prone,3,114,2744,892
error-prone,3,60,570,450
error-prone,3,60,1354,666
error-prone,3,31,351,315
error-prone,3,13,67,29
error-prone,3,13,106,46
error-prone,3,22,263,214
error-prone,3,4,80,10
error-prone,3,67,292,214
error-prone,3,13,67,81
error-prone,3,7,90,31
error-prone,3,45,518,526
error-prone,3,29,170,397
error-prone,3,22,289,87
error-prone,3,23,121,187
error-prone,3,19,60,67
error-prone,3,19,124,127
error-prone,3,31,90,120
error-prone,3,11,47,75
error-prone,3,19,91,116
error-prone,3,28,62,138
error-prone,3,17,591,613
error-prone,3,25,124,116
error-prone,3,18,84,81
error-prone,3,34,232,179
error-prone,3,12,78,103
error-prone,3,30,224,75
error-prone,3,21,74,206
error-prone,3,17,68,80
error-prone,3,24,127,204
error-prone,5,44,1844,175
error-prone,5,34,641,325
error-prone,5,32,490,301
error-prone,5,48,1548,315
error-prone,5,39,1499,848
error-prone,5,76,1012,1184
error-prone,5,18,340,99
error-prone,5,61,867,473
error-prone,5,45,1012,544
error-prone,5,54,597,333
error-prone,5,153,1507,861
error-prone,5,101,349,432
error-prone,5,21,128,222
error-prone,5,64,356,442
error-prone,5,267,14737,1120
error-prone,5,58,248,493
error-prone,5,32,610,387
error-prone,5,15,183,250
error-prone,5,48,175,171
error-prone,5,26,329,137
error-prone,5,26,227,251
error-prone,5,41,211,166
error-prone,5,14,367,151
error-prone,5,40,375,283
error-prone,5,24,467,272
error-prone,5,24,658,178
error-prone,5,30,247,160
error-prone,5,22,213,171
error-prone,5,15,251,84
error-prone,5,51,713,158
error-prone,5,24,242,207
error-prone,5,20,245,557
error-prone,5,15,190,101
error-prone,5,37,259,205
error-prone,5,12,153,128
error-prone,5,56,3945,320
error-prone,5,33,460,477
error-prone,5,72,736,249
error-prone,5,21,244,449
error-prone,5,18,103,96
error-prone,5,27,322,114
error-prone,5,64,550,194
error-prone,5,93,3075,597
error-prone,5,68,1295,691
error-prone,5,49,3394,846
error-prone,5,37,346,135
error-prone,5,44,605,149
error-prone,5,25,523,276
error-prone,5,29,405,554
error-prone,5,44,566,199
error-prone,5,22,204,372
error-prone,5,58,753,691
error-prone,5,57,449,898
error-prone,5,18,129,110
error-prone,5,28,272,176
error-prone,5,49,259,781
error-prone,5,33,270,685
error-prone,5,134,1161,869
error-prone,5,74,494,597
error-prone,5,70,974,1644
error-prone,5,56,662,979
error-prone,5,50,1203,359
error-prone,5,35,404,523
error-prone,5,33,503,399
error-prone,5,19,177,284
error-prone,5,23,144,492
error-prone,5,46,1768,258
error-prone,5,41,195,566
error-prone,5,59,486,363
error-prone,5,60,921,1817
error-prone,5,15,240,131
error-prone,5,44,113,180
error-prone,5,380,6726,1147
error-prone,5,240,7900,2016
error-prone,5,25,219,128
error-prone,5,59,704,438
error-prone,5,10,95,68
error-prone,5,76,528,1567
error-prone,5,19,73,120
error-prone,5,24,284,492
error-prone,5,33,217,234
error-prone,5,115,1224,519
error-prone,5,60,2460,470
error-prone,5,8,56,21
error-prone,5,10,65,27
error-prone,5,10,142,28
error-prone,5,9,103,74
error-prone,5,18,295,388
error-prone,5,10,239,60
error-prone,5,32,229,119
error-prone,5,32,304,241
error-prone,5,52,537,972
error-prone,5,61,382,272
error-prone,5,54,2205,430
error-prone,5,37,346,321
error-prone,5,33,1346,585
error-prone,5,55,576,306
error-prone,5,53,1971,711
error-prone,5,45,413,253
error-prone,5,63,923,312
