project,method,length,accuracy
glide,DefUse,3,67.32
glide,DefUse,3,84.62
glide,DefUse,3,33.33
glide,DefUse,3,85.71
glide,DefUse,3,64.1
glide,DefUse,3,86.67
glide,DefUse,3,57.58
glide,DefUse,3,75.36
glide,DefUse,3,73.68
glide,DefUse,3,86.89
glide,DefUse,3,50.95
glide,DefUse,3,35.9
glide,DefUse,3,58.33
glide,DefUse,3,81.28
glide,DefUse,3,96.83
glide,DefUse,3,62.41
glide,DefUse,3,93.33
glide,DefUse,3,85.71
glide,DefUse,3,64.77
glide,DefUse,3,33.33
glide,DefUse,3,97.25
glide,DefUse,3,32.85
glide,DefUse,3,64.76
glide,DefUse,3,71.72
glide,DefUse,3,16.67
glide,DefUse,3,59.8
glide,DefUse,3,52.56
glide,DefUse,3,89.29
glide,DefUse,3,55.65
glide,DefUse,3,79.17
glide,DefUse,3,86.96
glide,DefUse,3,75.76
glide,DefUse,3,94.06
glide,DefUse,3,50.48
glide,DefUse,3,89.2
glide,DefUse,3,86.09
glide,DefUse,3,60.0
glide,DefUse,3,82.14
glide,DefUse,3,100.0
glide,DefUse,3,81.48
glide,DefUse,3,91.11
glide,DefUse,3,56.74
glide,DefUse,3,80.88
glide,DefUse,3,53.9
glide,SmartCommit,3,42.74
glide,SmartCommit,3,51.43
glide,SmartCommit,3,100.0
glide,SmartCommit,3,85.19
glide,SmartCommit,3,51.96
glide,SmartCommit,3,98.5
glide,SmartCommit,3,11.99
glide,SmartCommit,3,37.78
glide,SmartCommit,3,61.82
glide,SmartCommit,3,57.14
glide,SmartCommit,3,58.66
glide,SmartCommit,3,14.02
glide,SmartCommit,3,56.04
glide,SmartCommit,3,100.0
glide,SmartCommit,3,76.92
glide,SmartCommit,3,93.33
glide,SmartCommit,3,97.44
glide,SmartCommit,3,92.59
glide,SmartCommit,3,98.72
glide,SmartCommit,3,56.14
glide,SmartCommit,3,58.34
glide,SmartCommit,3,79.53
glide,SmartCommit,3,82.14
glide,SmartCommit,3,86.67
glide,SmartCommit,3,76.19
glide,SmartCommit,3,87.69
glide,SmartCommit,3,93.33
glide,SmartCommit,3,69.7
glide,SmartCommit,3,77.39
glide,SmartCommit,3,57.98
glide,SmartCommit,3,79.05
glide,SmartCommit,3,38.56
glide,SmartCommit,3,100.0
glide,SmartCommit,3,64.37
glide,SmartCommit,3,46.68
glide,SmartCommit,3,41.88
glide,SmartCommit,3,76.35
glide,SmartCommit,3,46.78
glide,SmartCommit,3,66.67
glide,SmartCommit,3,72.1
glide,SmartCommit,3,92.34
glide,SmartCommit,3,70.0
glide,SmartCommit,3,82.14
glide,SmartCommit,3,73.33
glide,SmartCommit,3,89.53
glide,SmartCommit,3,100.0
glide,SmartCommit,3,100.0
glide,SmartCommit,3,96.97
glide,SmartCommit,3,63.3
glide,SmartCommit,3,71.11
glide,SmartCommit,3,100.0
glide,SmartCommit,3,73.33
glide,SmartCommit,3,80.43
glide,SmartCommit,3,100.0
glide,SmartCommit,3,94.74
glide,SmartCommit,3,54.11
glide,SmartCommit,3,50.34
glide,SmartCommit,3,55.13
glide,SmartCommit,3,100.0
glide,SmartCommit,3,76.19
glide,SmartCommit,3,85.9
glide,SmartCommit,3,100.0
glide,SmartCommit,3,100.0
glide,SmartCommit,3,50.82
glide,SmartCommit,3,99.47
glide,SmartCommit,3,66.67
glide,SmartCommit,3,79.05
glide,SmartCommit,3,87.18
glide,SmartCommit,3,52.78
glide,SmartCommit,3,46.52
glide,SmartCommit,3,97.09
glide,SmartCommit,3,50.34
glide,SmartCommit,3,100.0
glide,SmartCommit,3,100.0
glide,SmartCommit,3,46.4
glide,SmartCommit,3,100.0
glide,SmartCommit,3,14.22
glide,SmartCommit,3,70.56
glide,SmartCommit,3,75.48
glide,SmartCommit,3,56.32
glide,SmartCommit,3,83.33
glide,SmartCommit,3,58.2
glide,SmartCommit,3,76.92
glide,SmartCommit,3,100.0
glide,SmartCommit,3,49.16
glide,SmartCommit,3,85.04
glide,SmartCommit,3,89.13
glide,SmartCommit,3,45.88
glide,SmartCommit,3,59.92
glide,SmartCommit,3,70.0
glide,SmartCommit,3,45.45
glide,SmartCommit,3,88.1
glide,SmartCommit,3,67.27
glide,SmartCommit,3,71.43
glide,SmartCommit,3,100.0
glide,SmartCommit,3,100.0
glide,SmartCommit,3,100.0
glide,SmartCommit,3,53.61
glide,SmartCommit,3,74.26
glide,SmartCommit,3,100.0
glide,All,5,22.51
glide,All,5,28.07
glide,All,5,31.36
glide,All,5,54.87
glide,All,5,66.79
glide,All,5,49.01
glide,All,5,34.68
glide,All,5,14.29
glide,All,5,18.38
glide,All,5,23.33
glide,All,5,27.8
glide,All,5,27.46
glide,All,5,56.78
glide,All,5,19.23
glide,All,5,35.67
glide,All,5,23.05
glide,All,5,51.43
glide,All,5,49.29
glide,All,5,43.3
glide,All,5,31.75
glide,All,5,30.0
glide,All,5,30.25
glide,All,5,18.18
glide,All,5,40.68
glide,All,5,36.03
glide,All,5,20.0
glide,All,5,50.07
glide,All,5,29.35
glide,All,5,41.71
glide,All,5,32.38
glide,All,5,26.84
glide,All,5,31.05
glide,All,5,37.72
glide,All,5,43.14
glide,All,5,24.18
glide,All,5,23.08
glide,All,5,24.74
glide,All,5,48.25
glide,All,5,26.16
glide,All,5,33.9
glide,All,5,28.1
glide,All,5,27.23
glide,All,5,46.08
glide,All,5,19.88
glide,All,5,38.41
glide,All,5,52.52
glide,All,5,37.95
glide,All,5,50.95
glide,All,5,42.56
glide,All,5,33.68
glide,All,5,26.71
glide,All,5,23.92
glide,All,5,25.84
glide,All,5,28.46
glide,All,5,22.62
glide,All,5,19.23
glide,All,5,60.0
glide,All,5,20.88
glide,All,5,33.49
glide,All,5,45.74
glide,All,5,68.36
glide,All,5,28.52
glide,All,5,34.66
glide,All,5,24.04
glide,All,5,71.18
glide,All,5,70.88
glide,All,5,39.77
glide,All,5,22.24
glide,All,5,29.46
glide,All,5,26.17
glide,All,5,46.24
glide,All,5,58.48
glide,All,5,26.5
glide,All,5,67.13
glide,All,5,46.49
glide,All,5,34.55
glide,All,5,32.32
glide,All,5,35.45
glide,All,5,67.26
glide,All,5,39.54
glide,All,5,33.38
glide,All,5,27.17
glide,All,5,33.02
glide,All,5,65.12
glide,All,5,57.95
glide,All,5,46.29
glide,All,5,33.16
glide,All,5,25.86
glide,All,5,25.45
glide,All,5,60.42
glide,All,5,45.19
glide,All,5,47.38
glide,All,5,70.97
glide,All,5,47.1
glide,All,5,27.47
glide,All,5,19.85
glide,All,5,29.09
glide,All,5,20.0
glide,All,5,31.28
glide,All,5,47.99
glide,File,5,88.08
glide,File,5,81.29
glide,File,5,68.89
glide,File,5,65.9
glide,File,5,37.31
glide,File,5,76.35
glide,File,5,84.38
glide,File,5,92.86
glide,File,5,93.38
glide,File,5,96.67
glide,File,5,93.79
glide,File,5,76.67
glide,File,5,45.62
glide,File,5,83.33
glide,File,5,70.76
glide,File,5,84.76
glide,File,5,70.19
glide,File,5,60.17
glide,File,5,62.16
glide,File,5,90.65
glide,File,5,76.42
glide,File,5,72.38
glide,File,5,87.27
glide,File,5,68.79
glide,File,5,66.18
glide,File,5,83.33
glide,File,5,79.7
glide,File,5,97.1
glide,File,5,67.56
glide,File,5,97.14
glide,File,5,75.79
glide,File,5,90.73
glide,File,5,70.13
glide,File,5,90.01
glide,File,5,87.91
glide,File,5,90.11
glide,File,5,77.89
glide,File,5,65.8
glide,File,5,88.59
glide,File,5,70.09
glide,File,5,75.16
glide,File,5,79.04
glide,File,5,64.1
glide,File,5,89.47
glide,File,5,69.52
glide,File,5,48.44
glide,File,5,69.66
glide,File,5,63.45
glide,File,5,59.66
glide,File,5,78.42
glide,File,5,63.68
glide,File,5,92.14
glide,File,5,82.04
glide,File,5,70.54
glide,File,5,82.99
glide,File,5,85.9
glide,File,5,81.72
glide,File,5,100.0
glide,File,5,72.07
glide,File,5,64.23
glide,File,5,47.87
glide,File,5,80.25
glide,File,5,70.29
glide,File,5,85.49
glide,File,5,33.6
glide,File,5,29.83
glide,File,5,64.58
glide,File,5,87.05
glide,File,5,73.34
glide,File,5,78.55
glide,File,5,63.43
glide,File,5,44.3
glide,File,5,81.48
glide,File,5,33.62
glide,File,5,60.8
glide,File,5,72.32
glide,File,5,83.05
glide,File,5,72.89
glide,File,5,38.69
glide,File,5,70.49
glide,File,5,74.22
glide,File,5,78.92
glide,File,5,70.68
glide,File,5,43.9
glide,File,5,51.9
glide,File,5,73.41
glide,File,5,75.04
glide,File,5,75.12
glide,File,5,79.43
glide,File,5,60.07
glide,File,5,62.37
glide,File,5,54.61
glide,File,5,43.35
glide,File,5,69.39
glide,File,5,100.0
glide,File,5,92.65
glide,File,5,89.09
glide,File,5,70.83
glide,File,5,66.5
glide,File,5,67.14
glide,DefUse,5,90.75
glide,DefUse,5,90.06
glide,DefUse,5,71.06
glide,DefUse,5,91.79
glide,DefUse,5,78.66
glide,DefUse,5,49.01
glide,DefUse,5,80.63
glide,DefUse,5,67.86
glide,DefUse,5,18.38
glide,DefUse,5,90.83
glide,DefUse,5,83.13
glide,DefUse,5,61.59
glide,DefUse,5,71.03
glide,DefUse,5,62.82
glide,DefUse,5,55.56
glide,DefUse,5,69.76
glide,DefUse,5,96.04
glide,DefUse,5,58.33
glide,DefUse,5,43.3
glide,DefUse,5,98.04
glide,DefUse,5,78.83
glide,DefUse,5,73.82
glide,DefUse,5,90.91
glide,DefUse,5,73.24
glide,DefUse,5,72.79
glide,DefUse,5,36.67
glide,DefUse,5,91.33
glide,DefUse,5,29.35
glide,DefUse,5,73.83
glide,DefUse,5,87.62
glide,DefUse,5,37.89
glide,DefUse,5,31.05
glide,DefUse,5,75.57
glide,DefUse,5,73.03
glide,DefUse,5,40.66
glide,DefUse,5,59.34
glide,DefUse,5,66.32
glide,DefUse,5,77.3
glide,DefUse,5,86.26
glide,DefUse,5,62.68
glide,DefUse,5,28.1
glide,DefUse,5,89.38
glide,DefUse,5,60.86
glide,DefUse,5,91.81
glide,DefUse,5,62.06
glide,DefUse,5,83.42
glide,DefUse,5,66.67
glide,DefUse,5,73.48
glide,DefUse,5,57.51
glide,DefUse,5,77.37
glide,DefUse,5,52.98
glide,DefUse,5,93.02
glide,DefUse,5,87.06
glide,DefUse,5,69.77
glide,DefUse,5,71.94
glide,DefUse,5,65.38
glide,DefUse,5,86.02
glide,DefUse,5,73.63
glide,DefUse,5,61.3
glide,DefUse,5,66.0
glide,DefUse,5,46.95
glide,DefUse,5,88.19
glide,DefUse,5,73.41
glide,DefUse,5,93.88
glide,DefUse,5,36.59
glide,DefUse,5,75.75
glide,DefUse,5,78.03
glide,DefUse,5,75.63
glide,DefUse,5,74.89
glide,DefUse,5,78.4
glide,DefUse,5,85.12
glide,DefUse,5,53.01
glide,DefUse,5,86.61
glide,DefUse,5,57.16
glide,DefUse,5,71.28
glide,DefUse,5,73.74
glide,DefUse,5,89.72
glide,DefUse,5,80.37
glide,DefUse,5,99.06
glide,DefUse,5,76.08
glide,DefUse,5,92.58
glide,DefUse,5,80.54
glide,DefUse,5,65.31
glide,DefUse,5,64.02
glide,DefUse,5,59.47
glide,DefUse,5,89.34
glide,DefUse,5,77.72
glide,DefUse,5,61.33
glide,DefUse,5,79.81
glide,DefUse,5,82.79
glide,DefUse,5,48.72
glide,DefUse,5,53.11
glide,DefUse,5,70.97
glide,DefUse,5,65.47
glide,DefUse,5,68.13
glide,DefUse,5,63.97
glide,DefUse,5,29.09
glide,DefUse,5,42.5
glide,DefUse,5,31.28
glide,DefUse,5,82.27
glide,SmartCommit,5,29.88
glide,SmartCommit,5,100.0
glide,SmartCommit,5,52.4
glide,SmartCommit,5,98.59
glide,SmartCommit,5,36.75
glide,SmartCommit,5,73.15
glide,SmartCommit,5,63.06
glide,SmartCommit,5,100.0
glide,SmartCommit,5,86.76
glide,SmartCommit,5,97.5
glide,SmartCommit,5,76.11
glide,SmartCommit,5,52.7
glide,SmartCommit,5,75.66
glide,SmartCommit,5,91.03
glide,SmartCommit,5,71.35
glide,SmartCommit,5,91.46
glide,SmartCommit,5,83.25
glide,SmartCommit,5,60.79
glide,SmartCommit,5,61.65
glide,SmartCommit,5,45.4
glide,SmartCommit,5,31.37
glide,SmartCommit,5,49.65
glide,SmartCommit,5,74.55
glide,SmartCommit,5,51.98
glide,SmartCommit,5,67.65
glide,SmartCommit,5,86.67
glide,SmartCommit,5,52.72
glide,SmartCommit,5,99.28
glide,SmartCommit,5,71.14
glide,SmartCommit,5,87.62
glide,SmartCommit,5,84.21
glide,SmartCommit,5,88.91
glide,SmartCommit,5,42.72
glide,SmartCommit,5,42.0
glide,SmartCommit,5,94.51
glide,SmartCommit,5,94.51
glide,SmartCommit,5,80.53
glide,SmartCommit,5,53.98
glide,SmartCommit,5,77.17
glide,SmartCommit,5,86.61
glide,SmartCommit,5,84.97
glide,SmartCommit,5,74.24
glide,SmartCommit,5,52.34
glide,SmartCommit,5,88.3
glide,SmartCommit,5,48.73
glide,SmartCommit,5,47.67
glide,SmartCommit,5,76.72
glide,SmartCommit,5,63.64
glide,SmartCommit,5,60.54
glide,SmartCommit,5,90.53
glide,SmartCommit,5,34.97
glide,SmartCommit,5,81.4
glide,SmartCommit,5,46.42
glide,SmartCommit,5,28.9
glide,SmartCommit,5,56.38
glide,SmartCommit,5,82.05
glide,SmartCommit,5,100.0
glide,SmartCommit,5,100.0
glide,SmartCommit,5,52.04
glide,SmartCommit,5,87.6
glide,SmartCommit,5,69.73
glide,SmartCommit,5,61.25
glide,SmartCommit,5,47.5
glide,SmartCommit,5,33.0
glide,SmartCommit,5,83.98
glide,SmartCommit,5,66.68
glide,SmartCommit,5,86.74
glide,SmartCommit,5,74.26
glide,SmartCommit,5,48.0
glide,SmartCommit,5,27.5
glide,SmartCommit,5,49.33
glide,SmartCommit,5,57.61
glide,SmartCommit,5,77.78
glide,SmartCommit,5,34.61
glide,SmartCommit,5,46.49
glide,SmartCommit,5,53.23
glide,SmartCommit,5,61.72
glide,SmartCommit,5,40.28
glide,SmartCommit,5,82.65
glide,SmartCommit,5,46.1
glide,SmartCommit,5,66.17
glide,SmartCommit,5,32.97
glide,SmartCommit,5,71.12
glide,SmartCommit,5,52.32
glide,SmartCommit,5,61.91
glide,SmartCommit,5,57.89
glide,SmartCommit,5,57.04
glide,SmartCommit,5,67.0
glide,SmartCommit,5,33.71
glide,SmartCommit,5,89.58
glide,SmartCommit,5,84.67
glide,SmartCommit,5,52.5
glide,SmartCommit,5,45.16
glide,SmartCommit,5,85.31
glide,SmartCommit,5,100.0
glide,SmartCommit,5,91.18
glide,SmartCommit,5,85.45
glide,SmartCommit,5,95.0
glide,SmartCommit,5,62.07
glide,SmartCommit,5,53.18
storm,All,2,52.38
storm,All,2,83.33
storm,All,2,0.0
storm,All,2,33.33
storm,All,2,50.48
storm,All,2,60.0
storm,All,2,33.33
storm,All,2,75.8
storm,All,2,61.11
storm,All,2,83.89
storm,All,2,47.37
storm,All,2,88.89
storm,All,2,0.0
storm,All,2,44.44
storm,All,2,89.77
storm,All,2,89.31
storm,All,2,84.06
storm,All,2,75.0
storm,All,2,100.0
storm,All,2,71.43
storm,All,2,47.25
storm,All,2,80.0
storm,All,2,84.62
storm,All,2,50.0
storm,All,2,85.71
storm,All,2,0.0
storm,All,2,33.33
storm,All,2,93.75
storm,All,2,46.97
storm,All,2,68.47
storm,All,2,93.55
storm,All,2,71.43
storm,All,2,50.76
storm,All,2,71.26
storm,All,2,52.94
storm,All,2,65.71
storm,All,2,50.51
storm,All,2,71.26
storm,All,2,52.38
storm,All,2,40.0
storm,All,2,67.74
storm,All,2,86.67
storm,All,2,0.0
storm,All,2,96.33
storm,All,2,75.0
storm,All,2,50.0
storm,All,2,42.86
storm,All,2,97.1
storm,All,2,40.0
storm,All,2,79.08
storm,All,2,69.12
storm,All,2,71.79
storm,All,2,57.98
storm,All,2,90.48
storm,All,2,84.62
storm,All,2,66.67
storm,All,2,60.0
storm,All,2,33.33
storm,All,2,46.67
storm,All,2,47.06
storm,All,2,46.67
storm,All,2,76.28
storm,All,2,63.56
storm,All,2,0.0
storm,All,2,0.0
storm,All,2,84.62
storm,All,2,50.0
storm,All,2,53.33
storm,All,2,0.0
storm,All,2,0.0
storm,All,2,0.0
storm,All,2,40.0
storm,All,2,0.0
storm,All,2,0.0
storm,All,2,33.33
storm,All,2,0.0
storm,All,2,75.0
storm,All,2,100.0
storm,All,2,71.43
storm,All,2,0.0
storm,All,2,91.79
storm,All,2,0.0
storm,All,2,53.06
storm,All,2,33.33
storm,All,2,93.55
storm,All,2,50.0
storm,All,2,50.0
storm,All,2,0.0
storm,All,2,76.67
storm,All,2,72.04
storm,All,2,88.92
storm,All,2,60.0
storm,All,2,44.44
storm,All,2,51.52
storm,All,2,92.78
storm,All,2,63.74
storm,All,2,40.0
storm,All,2,33.33
storm,All,2,53.62
storm,All,2,83.33
storm,File,2,100.0
storm,File,2,24.24
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,79.05
storm,File,2,70.0
storm,File,2,33.33
storm,File,2,50.33
storm,File,2,44.44
storm,File,2,33.76
storm,File,2,83.04
storm,File,2,36.6
storm,File,2,100.0
storm,File,2,44.44
storm,File,2,29.59
storm,File,2,22.71
storm,File,2,36.96
storm,File,2,35.71
storm,File,2,20.0
storm,File,2,42.86
storm,File,2,61.54
storm,File,2,35.56
storm,File,2,32.05
storm,File,2,100.0
storm,File,2,75.82
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,51.81
storm,File,2,100.0
storm,File,2,49.25
storm,File,2,27.31
storm,File,2,100.0
storm,File,2,62.12
storm,File,2,36.09
storm,File,2,54.33
storm,File,2,89.52
storm,File,2,70.97
storm,File,2,75.63
storm,File,2,100.0
storm,File,2,90.0
storm,File,2,64.73
storm,File,2,50.48
storm,File,2,100.0
storm,File,2,57.15
storm,File,2,100.0
storm,File,2,33.33
storm,File,2,42.86
storm,File,2,29.11
storm,File,2,40.0
storm,File,2,39.22
storm,File,2,98.53
storm,File,2,69.23
storm,File,2,52.12
storm,File,2,90.95
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,66.67
storm,File,2,77.78
storm,File,2,69.17
storm,File,2,23.32
storm,File,2,59.11
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,85.9
storm,File,2,50.0
storm,File,2,51.11
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,70.0
storm,File,2,100.0
storm,File,2,100.0
storm,File,2,83.33
storm,File,2,100.0
storm,File,2,60.71
storm,File,2,19.7
storm,File,2,42.86
storm,File,2,100.0
storm,File,2,82.13
storm,File,2,100.0
storm,File,2,51.1
storm,File,2,33.33
storm,File,2,27.31
storm,File,2,33.33
storm,File,2,33.33
storm,File,2,100.0
storm,File,2,67.5
storm,File,2,41.29
storm,File,2,22.19
storm,File,2,60.0
storm,File,2,84.44
storm,File,2,61.04
storm,File,2,14.85
storm,File,2,67.03
storm,File,2,80.0
storm,File,2,100.0
storm,File,2,62.32
storm,File,2,39.39
storm,DefUse,2,52.38
storm,DefUse,2,22.73
storm,DefUse,2,0.0
storm,DefUse,2,33.33
storm,DefUse,2,100.0
storm,DefUse,2,100.0
storm,DefUse,2,33.33
storm,DefUse,2,80.94
storm,DefUse,2,61.11
storm,DefUse,2,84.27
storm,DefUse,2,47.37
storm,DefUse,2,43.79
storm,DefUse,2,0.0
storm,DefUse,2,44.44
storm,DefUse,2,80.68
storm,DefUse,2,64.78
storm,DefUse,2,35.87
storm,DefUse,2,75.0
storm,DefUse,2,100.0
storm,DefUse,2,100.0
storm,DefUse,2,74.73
storm,DefUse,2,80.0
storm,DefUse,2,53.85
storm,DefUse,2,100.0
storm,DefUse,2,60.44
storm,DefUse,2,0.0
storm,DefUse,2,33.33
storm,DefUse,2,49.19
storm,DefUse,2,100.0
storm,DefUse,2,55.11
storm,DefUse,2,34.84
storm,DefUse,2,71.43
storm,DefUse,2,72.16
storm,DefUse,2,40.69
storm,DefUse,2,56.51
storm,DefUse,2,60.95
storm,DefUse,2,89.99
storm,DefUse,2,100.0
storm,DefUse,2,84.76
storm,DefUse,2,100.0
storm,DefUse,2,100.0
storm,DefUse,2,86.67
storm,DefUse,2,0.0
storm,DefUse,2,68.02
storm,DefUse,2,75.0
storm,DefUse,2,50.0
storm,DefUse,2,42.86
storm,DefUse,2,14.66
storm,DefUse,2,40.0
storm,DefUse,2,70.59
storm,DefUse,2,100.0
storm,DefUse,2,100.0
storm,DefUse,2,82.33
storm,DefUse,2,100.0
storm,DefUse,2,100.0
storm,DefUse,2,100.0
storm,DefUse,2,60.0
storm,DefUse,2,100.0
storm,DefUse,2,46.67
storm,DefUse,2,83.01
storm,DefUse,2,84.17
storm,DefUse,2,91.3
storm,DefUse,2,44.13
storm,DefUse,2,0.0
storm,DefUse,2,0.0
storm,DefUse,2,84.62
storm,DefUse,2,50.0
storm,DefUse,2,53.33
storm,DefUse,2,0.0
storm,DefUse,2,0.0
storm,DefUse,2,0.0
storm,DefUse,2,40.0
storm,DefUse,2,0.0
storm,DefUse,2,0.0
storm,DefUse,2,33.33
storm,DefUse,2,0.0
storm,DefUse,2,46.43
storm,DefUse,2,28.79
storm,DefUse,2,71.43
storm,DefUse,2,0.0
storm,DefUse,2,84.31
storm,DefUse,2,0.0
storm,DefUse,2,53.54
storm,DefUse,2,33.33
storm,DefUse,2,34.84
storm,DefUse,2,50.0
storm,DefUse,2,50.0
storm,DefUse,2,0.0
storm,DefUse,2,76.67
storm,DefUse,2,53.98
storm,DefUse,2,47.93
storm,DefUse,2,60.0
storm,DefUse,2,91.11
storm,DefUse,2,90.91
storm,DefUse,2,47.75
storm,DefUse,2,63.74
storm,DefUse,2,100.0
storm,DefUse,2,33.33
storm,DefUse,2,91.67
storm,DefUse,2,51.52
storm,SmartCommit,2,71.43
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,50.95
storm,SmartCommit,2,100.0
storm,SmartCommit,2,33.33
storm,SmartCommit,2,87.42
storm,SmartCommit,2,55.56
storm,SmartCommit,2,92.33
storm,SmartCommit,2,87.72
storm,SmartCommit,2,79.74
storm,SmartCommit,2,100.0
storm,SmartCommit,2,50.0
storm,SmartCommit,2,72.54
storm,SmartCommit,2,62.96
storm,SmartCommit,2,78.26
storm,SmartCommit,2,28.57
storm,SmartCommit,2,46.67
storm,SmartCommit,2,61.9
storm,SmartCommit,2,83.52
storm,SmartCommit,2,82.22
storm,SmartCommit,2,65.38
storm,SmartCommit,2,100.0
storm,SmartCommit,2,45.05
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,93.75
storm,SmartCommit,2,100.0
storm,SmartCommit,2,65.17
storm,SmartCommit,2,100.0
storm,SmartCommit,2,76.19
storm,SmartCommit,2,93.75
storm,SmartCommit,2,46.44
storm,SmartCommit,2,51.38
storm,SmartCommit,2,59.05
storm,SmartCommit,2,52.98
storm,SmartCommit,2,100.0
storm,SmartCommit,2,75.24
storm,SmartCommit,2,100.0
storm,SmartCommit,2,63.87
storm,SmartCommit,2,59.05
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,66.67
storm,SmartCommit,2,100.0
storm,SmartCommit,2,59.12
storm,SmartCommit,2,80.0
storm,SmartCommit,2,70.59
storm,SmartCommit,2,69.12
storm,SmartCommit,2,100.0
storm,SmartCommit,2,58.88
storm,SmartCommit,2,82.86
storm,SmartCommit,2,53.85
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,80.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,81.67
storm,SmartCommit,2,91.3
storm,SmartCommit,2,64.51
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,85.9
storm,SmartCommit,2,50.0
storm,SmartCommit,2,46.67
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,80.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,83.33
storm,SmartCommit,2,100.0
storm,SmartCommit,2,46.43
storm,SmartCommit,2,43.94
storm,SmartCommit,2,42.86
storm,SmartCommit,2,100.0
storm,SmartCommit,2,89.22
storm,SmartCommit,2,100.0
storm,SmartCommit,2,50.78
storm,SmartCommit,2,33.33
storm,SmartCommit,2,100.0
storm,SmartCommit,2,33.33
storm,SmartCommit,2,33.33
storm,SmartCommit,2,100.0
storm,SmartCommit,2,67.5
storm,SmartCommit,2,44.52
storm,SmartCommit,2,68.43
storm,SmartCommit,2,60.0
storm,SmartCommit,2,77.78
storm,SmartCommit,2,51.95
storm,SmartCommit,2,83.89
storm,SmartCommit,2,73.63
storm,SmartCommit,2,80.0
storm,SmartCommit,2,100.0
storm,SmartCommit,2,48.91
storm,SmartCommit,2,51.52
storm,All,3,37.14
storm,All,3,39.24
storm,All,3,87.8
storm,All,3,56.98
storm,All,3,30.41
storm,All,3,0.0
storm,All,3,16.67
storm,All,3,43.59
storm,All,3,16.67
storm,All,3,73.23
storm,All,3,35.9
storm,All,3,93.89
storm,All,3,72.11
storm,All,3,83.05
storm,All,3,63.12
storm,All,3,71.69
storm,All,3,58.33
storm,All,3,45.45
storm,All,3,16.67
storm,All,3,65.45
storm,All,3,72.53
storm,All,3,30.0
storm,All,3,74.29
storm,All,3,0.0
storm,All,3,16.67
storm,All,3,71.32
storm,All,3,50.42
storm,All,3,87.7
storm,All,3,38.19
storm,All,3,46.16
storm,All,3,92.25
storm,All,3,34.55
storm,All,3,97.64
storm,All,3,48.64
storm,All,3,16.67
storm,All,3,45.51
storm,All,3,31.11
storm,All,3,40.0
storm,All,3,31.11
storm,All,3,32.02
storm,All,3,75.83
storm,All,3,94.56
storm,All,3,43.64
storm,All,3,32.14
storm,All,3,91.71
storm,All,3,59.05
storm,All,3,55.56
storm,All,3,47.51
storm,All,3,48.48
storm,All,3,47.62
storm,All,3,33.33
storm,All,3,28.57
storm,All,3,30.77
storm,All,3,47.53
storm,All,3,60.38
storm,All,3,0.0
storm,All,3,0.0
storm,All,3,63.81
storm,All,3,34.62
storm,All,3,0.0
storm,All,3,16.67
storm,All,3,23.81
storm,All,3,0.0
storm,All,3,16.67
storm,All,3,58.33
storm,All,3,84.62
storm,All,3,44.44
storm,All,3,26.67
storm,All,3,16.67
storm,All,3,39.06
storm,All,3,54.9
storm,All,3,37.0
storm,All,3,74.46
storm,All,3,16.67
storm,All,3,87.7
storm,All,3,30.0
storm,All,3,30.0
storm,All,3,0.0
storm,All,3,51.6
storm,All,3,59.46
storm,All,3,83.05
storm,All,3,88.74
storm,All,3,80.92
storm,All,3,54.76
storm,All,3,88.81
storm,All,3,31.37
storm,All,3,69.36
storm,All,3,44.85
storm,All,3,20.0
storm,All,3,49.33
storm,All,3,44.33
storm,All,3,97.52
storm,All,3,45.75
storm,All,3,33.33
storm,All,3,23.81
storm,All,3,35.24
storm,All,3,37.91
storm,All,3,20.0
storm,All,3,37.44
storm,All,3,0.0
storm,File,3,84.76
storm,File,3,72.43
storm,File,3,26.91
storm,File,3,59.5
storm,File,3,30.41
storm,File,3,66.67
storm,File,3,83.33
storm,File,3,80.77
storm,File,3,33.33
storm,File,3,51.96
storm,File,3,74.36
storm,File,3,25.72
storm,File,3,47.89
storm,File,3,34.87
storm,File,3,47.27
storm,File,3,45.54
storm,File,3,47.22
storm,File,3,45.45
storm,File,3,66.67
storm,File,3,45.45
storm,File,3,40.66
storm,File,3,90.0
storm,File,3,78.1
storm,File,3,66.67
