project,method,length,accuracy
glide,SmartCommit,2,47.25
glide,SmartCommit,2,100.0
glide,SmartCommit,2,61.9
glide,SmartCommit,2,80.95
glide,SmartCommit,2,100.0
glide,SmartCommit,2,93.46
glide,SmartCommit,2,72.22
glide,SmartCommit,2,100.0
glide,SmartCommit,2,55.56
glide,SmartCommit,2,80.95
glide,SmartCommit,2,76.36
glide,SmartCommit,2,100.0
glide,SmartCommit,2,100.0
glide,SmartCommit,2,74.27
glide,SmartCommit,2,53.28
glide,SmartCommit,2,36.17
glide,SmartCommit,2,69.44
glide,SmartCommit,2,73.08
glide,SmartCommit,2,74.55
glide,SmartCommit,2,33.54
glide,SmartCommit,2,71.77
glide,SmartCommit,2,100.0
glide,SmartCommit,2,100.0
glide,SmartCommit,2,100.0
glide,SmartCommit,2,46.67
glide,SmartCommit,2,85.45
glide,SmartCommit,2,66.9
glide,SmartCommit,2,49.67
glide,SmartCommit,2,75.98
antlr4,All,2,0.0
antlr4,All,2,46.67
antlr4,All,2,75.44
antlr4,All,2,58.62
antlr4,All,2,83.4
antlr4,All,2,61.65
antlr4,All,2,55.12
antlr4,All,2,50.99
antlr4,All,2,67.78
antlr4,All,2,91.58
antlr4,All,2,68.1
antlr4,All,2,91.5
antlr4,All,2,85.95
antlr4,All,2,50.2
antlr4,All,2,56.16
antlr4,All,2,49.53
antlr4,All,2,50.82
antlr4,All,2,90.71
antlr4,All,2,97.78
antlr4,All,2,63.66
antlr4,All,2,95.06
antlr4,All,2,40.0
antlr4,All,2,46.67
antlr4,All,2,46.43
antlr4,All,2,57.14
antlr4,All,2,69.7
antlr4,All,2,47.37
antlr4,All,2,66.67
antlr4,All,2,44.44
antlr4,All,2,91.93
antlr4,All,2,95.79
antlr4,All,2,33.33
antlr4,All,2,0.0
antlr4,All,2,33.33
antlr4,All,2,71.43
antlr4,All,2,81.38
antlr4,All,2,49.31
antlr4,All,2,69.58
antlr4,All,2,44.44
antlr4,All,2,46.67
antlr4,All,2,33.33
antlr4,All,2,72.92
antlr4,All,2,71.01
antlr4,All,2,76.28
antlr4,All,2,40.0
antlr4,All,2,50.0
antlr4,All,2,93.45
antlr4,All,2,96.61
antlr4,All,2,40.0
antlr4,All,2,50.0
antlr4,All,2,96.52
antlr4,All,2,98.23
antlr4,All,2,33.33
antlr4,All,2,69.7
antlr4,All,2,52.38
antlr4,All,2,61.9
antlr4,All,2,53.62
antlr4,All,2,51.52
antlr4,All,2,60.0
antlr4,All,2,50.0
antlr4,All,2,60.53
antlr4,All,2,64.91
antlr4,All,2,88.27
antlr4,All,2,53.18
antlr4,All,2,80.12
antlr4,All,2,48.48
antlr4,All,2,48.59
antlr4,All,2,77.29
antlr4,All,2,59.07
antlr4,All,2,95.12
antlr4,All,2,60.0
antlr4,All,2,64.91
antlr4,All,2,0.0
antlr4,All,2,33.33
antlr4,All,2,93.94
antlr4,All,2,46.67
antlr4,All,2,33.33
antlr4,All,2,33.33
antlr4,All,2,50.0
antlr4,All,2,40.0
antlr4,All,2,64.44
antlr4,All,2,51.52
antlr4,All,2,64.91
antlr4,All,2,77.94
antlr4,All,2,33.33
antlr4,All,2,33.33
antlr4,All,2,60.0
antlr4,All,2,53.85
antlr4,All,2,80.0
antlr4,All,2,0.0
antlr4,All,2,33.33
antlr4,All,2,33.33
antlr4,All,2,33.33
antlr4,All,2,46.67
antlr4,All,2,51.52
antlr4,All,2,87.5
antlr4,All,2,90.48
antlr4,All,2,50.76
antlr4,All,2,33.33
antlr4,All,2,57.14
antlr4,File,2,100.0
antlr4,File,2,80.0
antlr4,File,2,31.52
antlr4,File,2,59.85
antlr4,File,2,43.48
antlr4,File,2,44.66
antlr4,File,2,49.31
antlr4,File,2,55.25
antlr4,File,2,50.95
antlr4,File,2,18.85
antlr4,File,2,39.49
antlr4,File,2,19.98
antlr4,File,2,23.77
antlr4,File,2,63.24
antlr4,File,2,68.69
antlr4,File,2,66.89
antlr4,File,2,66.5
antlr4,File,2,28.34
antlr4,File,2,21.19
antlr4,File,2,45.39
antlr4,File,2,16.68
antlr4,File,2,100.0
antlr4,File,2,93.33
antlr4,File,2,89.29
antlr4,File,2,96.43
antlr4,File,2,62.12
antlr4,File,2,70.0
antlr4,File,2,46.67
antlr4,File,2,61.11
antlr4,File,2,9.96
antlr4,File,2,6.25
antlr4,File,2,100.0
antlr4,File,2,100.0
antlr4,File,2,66.67
antlr4,File,2,42.86
antlr4,File,2,100.0
antlr4,File,2,83.51
antlr4,File,2,46.56
antlr4,File,2,83.33
antlr4,File,2,100.0
antlr4,File,2,100.0
antlr4,File,2,98.46
antlr4,File,2,31.16
antlr4,File,2,26.09
antlr4,File,2,73.33
antlr4,File,2,66.67
antlr4,File,2,19.93
antlr4,File,2,17.15
antlr4,File,2,70.0
antlr4,File,2,50.0
antlr4,File,2,93.18
antlr4,File,2,93.08
antlr4,File,2,66.67
antlr4,File,2,69.7
antlr4,File,2,65.71
antlr4,File,2,55.71
antlr4,File,2,55.43
antlr4,File,2,66.67
antlr4,File,2,50.0
antlr4,File,2,50.0
antlr4,File,2,47.89
antlr4,File,2,44.44
antlr4,File,2,45.58
antlr4,File,2,56.16
antlr4,File,2,29.82
antlr4,File,2,78.79
antlr4,File,2,100.0
antlr4,File,2,37.96
antlr4,File,2,52.91
antlr4,File,2,40.73
antlr4,File,2,50.0
antlr4,File,2,54.39
antlr4,File,2,100.0
antlr4,File,2,66.67
antlr4,File,2,21.97
antlr4,File,2,75.56
antlr4,File,2,66.67
antlr4,File,2,66.67
antlr4,File,2,50.0
antlr4,File,2,70.0
antlr4,File,2,48.89
antlr4,File,2,65.15
antlr4,File,2,91.81
antlr4,File,2,89.71
antlr4,File,2,100.0
antlr4,File,2,100.0
antlr4,File,2,100.0
antlr4,File,2,100.0
antlr4,File,2,100.0
antlr4,File,2,100.0
antlr4,File,2,66.67
antlr4,File,2,66.67
antlr4,File,2,33.33
antlr4,File,2,76.67
antlr4,File,2,63.64
antlr4,File,2,47.5
antlr4,File,2,22.86
antlr4,File,2,69.32
antlr4,File,2,100.0
antlr4,File,2,46.43
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,80.0
antlr4,SmartCommit,2,45.11
antlr4,SmartCommit,2,64.53
antlr4,SmartCommit,2,64.82
antlr4,SmartCommit,2,54.77
antlr4,SmartCommit,2,60.45
antlr4,SmartCommit,2,54.81
antlr4,SmartCommit,2,49.21
antlr4,SmartCommit,2,69.2
antlr4,SmartCommit,2,68.11
antlr4,SmartCommit,2,90.16
antlr4,SmartCommit,2,74.08
antlr4,SmartCommit,2,47.43
antlr4,SmartCommit,2,51.41
antlr4,SmartCommit,2,80.87
antlr4,SmartCommit,2,88.58
antlr4,SmartCommit,2,39.72
antlr4,SmartCommit,2,60.79
antlr4,SmartCommit,2,65.66
antlr4,SmartCommit,2,48.96
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,66.67
antlr4,SmartCommit,2,89.29
antlr4,SmartCommit,2,96.43
antlr4,SmartCommit,2,98.48
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,73.33
antlr4,SmartCommit,2,77.78
antlr4,SmartCommit,2,92.02
antlr4,SmartCommit,2,91.86
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,47.62
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,49.31
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,98.46
antlr4,SmartCommit,2,42.03
antlr4,SmartCommit,2,39.92
antlr4,SmartCommit,2,40.0
antlr4,SmartCommit,2,50.0
antlr4,SmartCommit,2,44.15
antlr4,SmartCommit,2,42.25
antlr4,SmartCommit,2,80.0
antlr4,SmartCommit,2,66.67
antlr4,SmartCommit,2,94.85
antlr4,SmartCommit,2,94.77
antlr4,SmartCommit,2,33.33
antlr4,SmartCommit,2,69.7
antlr4,SmartCommit,2,65.71
antlr4,SmartCommit,2,59.52
antlr4,SmartCommit,2,53.62
antlr4,SmartCommit,2,65.15
antlr4,SmartCommit,2,50.0
antlr4,SmartCommit,2,33.33
antlr4,SmartCommit,2,60.53
antlr4,SmartCommit,2,56.14
antlr4,SmartCommit,2,97.12
antlr4,SmartCommit,2,52.63
antlr4,SmartCommit,2,48.54
antlr4,SmartCommit,2,88.59
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,59.84
antlr4,SmartCommit,2,60.79
antlr4,SmartCommit,2,42.56
antlr4,SmartCommit,2,60.0
antlr4,SmartCommit,2,82.46
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,78.79
antlr4,SmartCommit,2,82.22
antlr4,SmartCommit,2,66.67
antlr4,SmartCommit,2,66.67
antlr4,SmartCommit,2,66.67
antlr4,SmartCommit,2,80.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,78.95
antlr4,SmartCommit,2,73.53
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,53.85
antlr4,SmartCommit,2,55.56
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,66.67
antlr4,SmartCommit,2,66.67
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,80.83
antlr4,SmartCommit,2,65.15
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,49.05
antlr4,SmartCommit,2,70.83
antlr4,SmartCommit,2,100.0
antlr4,SmartCommit,2,46.43
antlr4,All,3,37.88
antlr4,All,3,40.5
antlr4,All,3,51.23
antlr4,All,3,70.44
antlr4,All,3,84.44
antlr4,All,3,48.92
antlr4,All,3,77.05
antlr4,All,3,46.15
antlr4,All,3,70.34
antlr4,All,3,70.34
antlr4,All,3,72.84
antlr4,All,3,47.09
antlr4,All,3,51.4
antlr4,All,3,55.67
antlr4,All,3,42.89
antlr4,All,3,67.85
antlr4,All,3,63.42
antlr4,All,3,46.01
antlr4,All,3,41.37
antlr4,All,3,36.6
antlr4,All,3,33.33
antlr4,All,3,46.28
antlr4,All,3,86.49
antlr4,All,3,61.24
antlr4,All,3,88.36
antlr4,All,3,80.41
antlr4,All,3,33.33
antlr4,All,3,40.58
antlr4,All,3,37.23
antlr4,All,3,46.52
antlr4,All,3,36.11
antlr4,All,3,36.67
antlr4,All,3,39.87
antlr4,All,3,39.39
antlr4,All,3,33.33
antlr4,All,3,47.62
antlr4,All,3,35.56
antlr4,All,3,83.21
antlr4,All,3,88.22
antlr4,All,3,93.77
antlr4,All,3,16.67
antlr4,All,3,16.67
antlr4,All,3,16.67
antlr4,All,3,44.44
antlr4,All,3,53.57
antlr4,All,3,71.57
antlr4,All,3,44.05
antlr4,All,3,41.35
antlr4,All,3,54.23
antlr4,All,3,28.21
antlr4,All,3,28.89
antlr4,All,3,28.57
antlr4,All,3,20.0
antlr4,All,3,41.26
antlr4,All,3,41.26
antlr4,All,3,56.7
antlr4,All,3,60.31
antlr4,All,3,28.57
antlr4,All,3,30.0
antlr4,All,3,0.0
antlr4,All,3,16.67
antlr4,All,3,20.0
antlr4,All,3,87.52
antlr4,All,3,90.39
antlr4,All,3,93.39
antlr4,All,3,23.81
antlr4,All,3,26.67
antlr4,All,3,30.0
antlr4,All,3,94.84
antlr4,All,3,94.84
antlr4,All,3,94.84
antlr4,All,3,16.67
antlr4,All,3,58.97
antlr4,All,3,41.18
antlr4,All,3,37.63
antlr4,All,3,38.92
antlr4,All,3,40.74
antlr4,All,3,43.59
antlr4,All,3,40.0
antlr4,All,3,30.0
antlr4,All,3,43.84
antlr4,All,3,61.42
antlr4,All,3,49.11
antlr4,All,3,51.04
antlr4,All,3,51.15
antlr4,All,3,43.33
antlr4,All,3,32.06
antlr4,All,3,60.28
antlr4,All,3,49.09
antlr4,All,3,58.24
antlr4,All,3,90.59
antlr4,All,3,40.0
antlr4,All,3,58.42
antlr4,All,3,76.92
antlr4,All,3,89.38
antlr4,All,3,94.41
antlr4,All,3,68.18
antlr4,All,3,62.22
antlr4,All,3,52.73
antlr4,All,3,45.45
antlr4,File,3,66.67
antlr4,File,3,97.98
antlr4,File,3,97.04
antlr4,File,3,37.46
antlr4,File,3,29.25
antlr4,File,3,60.12
antlr4,File,3,49.49
antlr4,File,3,96.7
antlr4,File,3,36.55
antlr4,File,3,36.55
antlr4,File,3,33.88
antlr4,File,3,58.97
antlr4,File,3,63.44
antlr4,File,3,63.55
antlr4,File,3,62.3
antlr4,File,3,37.16
antlr4,File,3,42.82
antlr4,File,3,66.3
antlr4,File,3,76.87
antlr4,File,3,75.19
antlr4,File,3,79.67
antlr4,File,3,69.59
antlr4,File,3,31.56
antlr4,File,3,47.48
antlr4,File,3,22.54
antlr4,File,3,26.95
antlr4,File,3,95.24
antlr4,File,3,53.62
antlr4,File,3,65.85
antlr4,File,3,62.57
antlr4,File,3,91.67
antlr4,File,3,85.83
antlr4,File,3,83.66
antlr4,File,3,74.89
antlr4,File,3,78.67
antlr4,File,3,57.14
antlr4,File,3,68.89
antlr4,File,3,18.24
antlr4,File,3,13.61
antlr4,File,3,8.22
antlr4,File,3,100.0
antlr4,File,3,83.33
antlr4,File,3,83.33
antlr4,File,3,63.89
antlr4,File,3,57.14
antlr4,File,3,98.79
antlr4,File,3,85.34
antlr4,File,3,77.31
antlr4,File,3,58.06
antlr4,File,3,92.31
antlr4,File,3,86.67
antlr4,File,3,100.0
antlr4,File,3,100.0
antlr4,File,3,69.76
antlr4,File,3,81.64
antlr4,File,3,45.3
antlr4,File,3,41.85
antlr4,File,3,80.95
antlr4,File,3,80.0
antlr4,File,3,100.0
antlr4,File,3,100.0
antlr4,File,3,100.0
antlr4,File,3,25.07
antlr4,File,3,22.56
antlr4,File,3,19.93
antlr4,File,3,85.71
antlr4,File,3,80.0
antlr4,File,3,70.0
antlr4,File,3,93.3
antlr4,File,3,93.3
antlr4,File,3,93.32
antlr4,File,3,83.33
antlr4,File,3,74.36
antlr4,File,3,63.24
antlr4,File,3,73.98
antlr4,File,3,66.75
antlr4,File,3,66.14
antlr4,File,3,71.79
antlr4,File,3,60.0
antlr4,File,3,60.0
antlr4,File,3,64.13
antlr4,File,3,61.17
antlr4,File,3,59.62
antlr4,File,3,57.9
antlr4,File,3,56.18
antlr4,File,3,80.95
antlr4,File,3,89.88
antlr4,File,3,52.86
antlr4,File,3,61.56
antlr4,File,3,53.57
antlr4,File,3,43.44
antlr4,File,3,60.0
antlr4,File,3,58.95
antlr4,File,3,30.44
antlr4,File,3,19.25
antlr4,File,3,15.65
antlr4,File,3,100.0
antlr4,File,3,53.33
antlr4,File,3,61.82
antlr4,File,3,68.18
antlr4,SmartCommit,3,74.24
antlr4,SmartCommit,3,86.89
antlr4,SmartCommit,3,77.83
antlr4,SmartCommit,3,45.42
antlr4,SmartCommit,3,38.1
antlr4,SmartCommit,3,58.58
antlr4,SmartCommit,3,63.33
antlr4,SmartCommit,3,86.81
antlr4,SmartCommit,3,88.51
antlr4,SmartCommit,3,88.51
antlr4,SmartCommit,3,45.43
antlr4,SmartCommit,3,63.5
antlr4,SmartCommit,3,66.67
antlr4,SmartCommit,3,74.38
antlr4,SmartCommit,3,60.27
antlr4,SmartCommit,3,67.34
antlr4,SmartCommit,3,64.67
antlr4,SmartCommit,3,46.38
antlr4,SmartCommit,3,51.08
antlr4,SmartCommit,3,78.55
antlr4,SmartCommit,3,88.63
antlr4,SmartCommit,3,87.45
antlr4,SmartCommit,3,42.41
antlr4,SmartCommit,3,66.97
antlr4,SmartCommit,3,52.51
antlr4,SmartCommit,3,64.63
antlr4,SmartCommit,3,52.38
antlr4,SmartCommit,3,67.03
antlr4,SmartCommit,3,64.0
antlr4,SmartCommit,3,58.11
antlr4,SmartCommit,3,77.78
antlr4,SmartCommit,3,92.5
antlr4,SmartCommit,3,99.35
antlr4,SmartCommit,3,95.24
antlr4,SmartCommit,3,100.0
antlr4,SmartCommit,3,76.19
antlr4,SmartCommit,3,82.22
antlr4,SmartCommit,3,85.62
antlr4,SmartCommit,3,92.34
antlr4,SmartCommit,3,92.03
antlr4,SmartCommit,3,100.0
antlr4,SmartCommit,3,100.0
antlr4,SmartCommit,3,100.0
antlr4,SmartCommit,3,58.33
antlr4,SmartCommit,3,50.0
antlr4,SmartCommit,3,98.79
antlr4,SmartCommit,3,54.93
antlr4,SmartCommit,3,79.19
antlr4,SmartCommit,3,100.0
antlr4,SmartCommit,3,79.49
antlr4,SmartCommit,3,64.44
antlr4,SmartCommit,3,71.43
antlr4,SmartCommit,3,80.0
antlr4,SmartCommit,3,60.0
antlr4,SmartCommit,3,84.54
antlr4,SmartCommit,3,45.3
antlr4,SmartCommit,3,43.38
antlr4,SmartCommit,3,47.62
antlr4,SmartCommit,3,70.0
antlr4,SmartCommit,3,66.67
antlr4,SmartCommit,3,83.33
antlr4,SmartCommit,3,60.0
antlr4,SmartCommit,3,47.47
antlr4,SmartCommit,3,45.85
antlr4,SmartCommit,3,44.1
antlr4,SmartCommit,3,71.43
antlr4,SmartCommit,3,73.33
antlr4,SmartCommit,3,80.0
antlr4,SmartCommit,3,94.94
antlr4,SmartCommit,3,94.92
antlr4,SmartCommit,3,94.89
antlr4,SmartCommit,3,66.67
antlr4,SmartCommit,3,61.54
antlr4,SmartCommit,3,63.24
antlr4,SmartCommit,3,73.12
antlr4,SmartCommit,3,59.61
antlr4,SmartCommit,3,61.11
antlr4,SmartCommit,3,64.1
antlr4,SmartCommit,3,60.0
antlr4,SmartCommit,3,40.0
antlr4,SmartCommit,3,72.83
antlr4,SmartCommit,3,95.73
antlr4,SmartCommit,3,56.36
antlr4,SmartCommit,3,50.56
antlr4,SmartCommit,3,59.61
antlr4,SmartCommit,3,86.03
antlr4,SmartCommit,3,94.56
antlr4,SmartCommit,3,68.71
antlr4,SmartCommit,3,67.99
antlr4,SmartCommit,3,61.34
antlr4,SmartCommit,3,45.18
antlr4,SmartCommit,3,66.67
antlr4,SmartCommit,3,84.21
antlr4,SmartCommit,3,45.47
antlr4,SmartCommit,3,36.3
antlr4,SmartCommit,3,34.49
antlr4,SmartCommit,3,68.18
antlr4,SmartCommit,3,71.11
antlr4,SmartCommit,3,78.18
antlr4,SmartCommit,3,81.82
